Sequence_id	Greengene_id	Percentage_identity	E-value	Classification
348|TwinStudy_READ_09055089	199714	100.0	1e-31	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
350|TwinStudy_READ_09194843	1875	100.0	1e-31	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Exiguobacterium; Unclassified; otu_1375
351|TwinStudy_READ_09122295	198526	100.0	5e-37	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
352|TwinStudy_READ_08990990	192398	100.0	1e-44	ncbi:Bacteria; Unclassified; otu_205
353|TwinStudy_READ_09005334	196518	95.0	7e-47	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
356|TwinStudy_READ_08957176	179771	100.0	3e-32	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
359|TwinStudy_READ_09181339	205413	100.0	5e-31	ncbi:Bacteria; Bacteroidetes; Unclassified; otu_684
360|TwinStudy_READ_09057398	198526	100.0	3e-35	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
362|TwinStudy_READ_09161880	196134	98.9	1e-44	ncbi:Bacteria; Unclassified; otu_205
363|TwinStudy_READ_09138153	198122	100.0	8e-49	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
364|TwinStudy_READ_09026554	210102	87.3	8e-35	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
366|TwinStudy_READ_09197281	199640	97.6	2e-36	ncbi:Bacteria; Unclassified; otu_205
367|TwinStudy_READ_09100325	137482	98.6	1e-31	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
369|TwinStudy_READ_09157048	192398	98.8	2e-37	ncbi:Bacteria; Unclassified; otu_205
372|TwinStudy_READ_09016826	196291	100.0	4e-38	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
378|TwinStudy_READ_09047062	16559	96.3	9e-33	ncbi:Bacteria; Firmicutes; Unclassified; otu_1350
1|rev|TwinStudy_READ_09045037	81160	98.9	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
2|rev|TwinStudy_READ_09085481	18361	98.5	0.0	ncbi:Bacteria; Unclassified; otu_205
3|rev|TwinStudy_READ_09208443	81160	98.4	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
4|rev|TwinStudy_READ_08928056	177320	98.7	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
5|rev|TwinStudy_READ_09172855	198420	98.9	0.0	ncbi:Bacteria; Firmicutes; Unclassified; otu_1350
6|rev|TwinStudy_READ_09078000	109018	99.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Unclassified; otu_1631
7|rev|TwinStudy_READ_09197753	27866	96.7	0.0	ncbi:Bacteria; Unclassified; otu_205
8|rev|TwinStudy_READ_09099357	13989	96.4	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
9|rev|TwinStudy_READ_09004320	82283	97.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Lachnospira; otu_1673
10|rev|TwinStudy_READ_09039564	189786	98.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
11|rev|TwinStudy_READ_09160638	109546	99.8	0.0	ncbi:Bacteria; Unclassified; otu_205
12|rev|TwinStudy_READ_08981215	45363	98.5	0.0	ncbi:Bacteria; Firmicutes; Mollicutes; Unclassified; otu_1955
13|rev|TwinStudy_READ_09201084	18361	97.1	0.0	ncbi:Bacteria; Unclassified; otu_205
14|rev|TwinStudy_READ_08996103	197958	99.4	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
15|rev|TwinStudy_READ_09113910	52311	95.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
16|rev|TwinStudy_READ_08958680	52410	98.6	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Unclassified; otu_1547
17|rev|TwinStudy_READ_08958390	137482	98.5	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
18|rev|TwinStudy_READ_08944668	210102	93.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
19|rev|TwinStudy_READ_08922220	182108	99.1	0.0	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
20|rev|TwinStudy_READ_08954851	186883	97.1	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
21|rev|TwinStudy_READ_08936234	164869	99.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Unclassified; otu_1656
22|rev|TwinStudy_READ_09101267	189786	99.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
23|rev|TwinStudy_READ_08927241	169183	99.6	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
24|rev|TwinStudy_READ_09040156	197250	96.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
25|rev|TwinStudy_READ_09170959	58380	97.9	0.0	ncbi:Bacteria; Unclassified; otu_205
26|rev|TwinStudy_READ_09091004	137482	98.7	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
27|rev|TwinStudy_READ_08917495	29495	98.1	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
28|rev|TwinStudy_READ_09186572	29495	98.1	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
29|rev|TwinStudy_READ_08958281	18361	98.3	0.0	ncbi:Bacteria; Unclassified; otu_205
30|rev|TwinStudy_READ_09100994	181056	99.3	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
31|rev|TwinStudy_READ_09071233	29495	97.7	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
32|rev|TwinStudy_READ_08919770	182108	98.7	0.0	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
33|rev|TwinStudy_READ_09017235	42538	92.8	0.0	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
34|rev|TwinStudy_READ_08931334	137482	98.0	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
35|rev|TwinStudy_READ_08934017	174734	99.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
36|rev|TwinStudy_READ_09058000	109018	100.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Unclassified; otu_1631
37|rev|TwinStudy_READ_09143895	198122	99.4	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
38|rev|TwinStudy_READ_09061006	210102	91.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
39|rev|TwinStudy_READ_08942543	18361	99.1	0.0	ncbi:Bacteria; Unclassified; otu_205
40|rev|TwinStudy_READ_09029817	162021	97.4	0.0	ncbi:Bacteria; Unclassified; otu_205
41|rev|TwinStudy_READ_09084123	182431	98.4	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
42|rev|TwinStudy_READ_09128835	197958	98.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
43|rev|TwinStudy_READ_08933515	177211	99.4	0.0	ncbi:Bacteria; Unclassified; otu_205
44|rev|TwinStudy_READ_09155428	18361	99.4	0.0	ncbi:Bacteria; Unclassified; otu_205
45|rev|TwinStudy_READ_09095471	94496	95.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
46|rev|TwinStudy_READ_09027841	191738	98.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Ruminococcaceae; Ruminococcus; Unclassified; otu_1747
47|rev|TwinStudy_READ_08941072	189786	99.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
48|rev|TwinStudy_READ_09209875	195467	99.4	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
49|rev|TwinStudy_READ_09043692	192654	98.1	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
50|rev|TwinStudy_READ_09189414	181056	99.6	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
51|rev|TwinStudy_READ_09095704	109018	100.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Unclassified; otu_1631
52|rev|TwinStudy_READ_09093700	42538	94.5	0.0	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
53|rev|TwinStudy_READ_08992722	174162	96.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
54|rev|TwinStudy_READ_09188832	176109	99.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
55|rev|TwinStudy_READ_09042823	182108	99.0	0.0	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
56|rev|TwinStudy_READ_09133534	182108	99.0	0.0	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
57|rev|TwinStudy_READ_09170872	109018	99.6	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Unclassified; otu_1631
58|rev|TwinStudy_READ_08969180	109018	99.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Unclassified; otu_1631
59|rev|TwinStudy_READ_08932480	33984	98.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
60|rev|TwinStudy_READ_09076286	110361	95.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Pseudobutyrivibrio; Unclassified; otu_1676
61|rev|TwinStudy_READ_09048442	174734	98.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
62|rev|TwinStudy_READ_09175819	16054	99.3	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
63|rev|TwinStudy_READ_09188084	50457	94.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
64|rev|TwinStudy_READ_09032538	198122	98.1	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
65|rev|TwinStudy_READ_09134541	181329	99.3	0.0	ncbi:Bacteria; Firmicutes; Unclassified; otu_1350
66|rev|TwinStudy_READ_09004706	137482	93.7	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
67|rev|TwinStudy_READ_09063681	198577	94.4	0.0	ncbi:Bacteria; Unclassified; otu_205
68|rev|TwinStudy_READ_08931490	210102	95.4	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
69|rev|TwinStudy_READ_09188211	198387	98.3	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
70|rev|TwinStudy_READ_09203260	109491	95.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
71|rev|TwinStudy_READ_08982820	18361	99.0	0.0	ncbi:Bacteria; Unclassified; otu_205
72|rev|TwinStudy_READ_09022721	195100	94.2	0.0	ncbi:Bacteria; Unclassified; otu_205
73|rev|TwinStudy_READ_09203255	104358	94.5	0.0	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
74|rev|TwinStudy_READ_09041193	174162	96.6	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
75|rev|TwinStudy_READ_09195960	189786	99.6	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
76|rev|TwinStudy_READ_09200138	184604	92.9	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
77|rev|TwinStudy_READ_09048043	164968	99.6	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
78|rev|TwinStudy_READ_09040772	169809	99.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
79|rev|TwinStudy_READ_08977612	182108	98.1	0.0	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
80|rev|TwinStudy_READ_09192500	186904	98.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
81|rev|TwinStudy_READ_09012189	51091	94.2	0.0	ncbi:Bacteria; Actinobacteria; Coriobacteridae; Coriobacteriales; Coriobacterineae; Coriobacteriaceae; Denitrobacterium; otu_626
82|rev|TwinStudy_READ_09104728	137482	99.2	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
83|rev|TwinStudy_READ_08965511	42538	94.6	0.0	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
84|rev|TwinStudy_READ_09119161	198387	99.6	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
85|rev|TwinStudy_READ_09034398	153827	95.8	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Porphyromonadaceae; Parabacteroides; Unclassified; otu_706
86|rev|TwinStudy_READ_08948963	164869	99.3	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Unclassified; otu_1656
87|rev|TwinStudy_READ_08923777	109018	98.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Unclassified; otu_1631
88|rev|TwinStudy_READ_08991332	33984	97.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
89|rev|TwinStudy_READ_09188441	194123	99.1	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Unclassified; otu_1656
90|rev|TwinStudy_READ_09005658	112186	95.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
91|rev|TwinStudy_READ_09004388	149504	96.8	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
92|rev|TwinStudy_READ_09198160	109546	99.6	0.0	ncbi:Bacteria; Unclassified; otu_205
93|rev|TwinStudy_READ_09139231	197958	99.1	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
94|rev|TwinStudy_READ_08957039	162129	97.8	0.0	ncbi:Bacteria; Unclassified; otu_205
95|rev|TwinStudy_READ_08989786	136349	94.7	0.0	ncbi:Bacteria; Actinobacteria; Coriobacteridae; Coriobacteriales; Coriobacterineae; Coriobacteriaceae; Unclassified; otu_618
96|rev|TwinStudy_READ_09059197	184084	99.3	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
97|rev|TwinStudy_READ_09056290	42538	94.3	3e-172	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
98|rev|TwinStudy_READ_09176401	16076	98.9	0.0	ncbi:Bacteria; Unclassified; otu_205
99|rev|TwinStudy_READ_09158531	13989	100.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
100|rev|TwinStudy_READ_09140451	24546	93.8	3e-169	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
101|rev|TwinStudy_READ_09091926	109018	99.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Unclassified; otu_1631
102|rev|TwinStudy_READ_08941306	133166	95.8	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
103|rev|TwinStudy_READ_08918148	196518	99.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
104|rev|TwinStudy_READ_08977920	177320	99.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
105|rev|TwinStudy_READ_09096050	184084	98.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
106|rev|TwinStudy_READ_08938239	197958	99.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
107|rev|TwinStudy_READ_08964120	184604	96.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
108|rev|TwinStudy_READ_09138210	194264	98.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Unclassified; otu_1653
109|rev|TwinStudy_READ_09204855	164869	99.4	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Unclassified; otu_1656
110|rev|TwinStudy_READ_09078441	16054	98.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
111|rev|TwinStudy_READ_09053574	177320	98.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
112|rev|TwinStudy_READ_09066606	183107	96.4	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
113|rev|TwinStudy_READ_09038471	137482	99.5	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
114|rev|TwinStudy_READ_08950956	155577	95.4	2e-179	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
115|rev|TwinStudy_READ_08968454	13989	99.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
116|rev|TwinStudy_READ_09039761	52410	99.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Unclassified; otu_1547
117|rev|TwinStudy_READ_08927736	198577	98.6	0.0	ncbi:Bacteria; Unclassified; otu_205
118|rev|TwinStudy_READ_09042595	197517	98.8	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
119|rev|TwinStudy_READ_09022298	133166	91.7	9e-173	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
120|rev|TwinStudy_READ_09203001	168711	95.9	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Unclassified; otu_1665
121|rev|TwinStudy_READ_09124549	175094	96.9	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
122|rev|TwinStudy_READ_08932027	194123	99.1	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Unclassified; otu_1656
123|rev|TwinStudy_READ_08948998	137482	99.3	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
124|rev|TwinStudy_READ_09070893	184604	97.3	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
125|rev|TwinStudy_READ_09043300	187022	99.3	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
126|rev|TwinStudy_READ_09092114	137482	99.1	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
127|rev|TwinStudy_READ_09186182	42538	96.0	0.0	ncbi:Bacteria; Firmicutes; Bacillales; Bacillaceae; Bacillus; Unclassified; otu_1368
128|rev|TwinStudy_READ_09079704	194123	99.7	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Anaerostipes; Unclassified; otu_1656
129|rev|TwinStudy_READ_09106475	198122	99.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
130|rev|TwinStudy_READ_09185718	198387	99.5	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
131|rev|TwinStudy_READ_09203413	184084	99.2	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Dorea; Unclassified; otu_1570
132|rev|TwinStudy_READ_09213575	18361	98.4	0.0	ncbi:Bacteria; Unclassified; otu_205
133|rev|TwinStudy_READ_09056375	88892	99.2	0.0	ncbi:Bacteria; Firmicutes; Lactobacillales; Lactobacillaceae; Lactobacillus; Unclassified; otu_1932
134|rev|TwinStudy_READ_08994131	181056	99.3	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
135|rev|TwinStudy_READ_09183012	191786	98.6	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
136|rev|TwinStudy_READ_09017482	181056	99.7	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Faecalibacterium; Unclassified; otu_1574
137|rev|TwinStudy_READ_09035009	195619	99.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Eubacteriaceae; Eubacterium; Unclassified; otu_1640
138|rev|TwinStudy_READ_09175563	137482	99.3	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
139|rev|TwinStudy_READ_08974959	137482	99.1	0.0	ncbi:Bacteria; Actinobacteria; Actinobacteridae; Bifidobacteriales; Bifidobacteriaceae; Bifidobacterium; Unclassified; otu_604
140|rev|TwinStudy_READ_09212892	109541	96.1	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
141|rev|TwinStudy_READ_09177755	177320	100.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
142|rev|TwinStudy_READ_08934599	174892	99.3	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
143|rev|TwinStudy_READ_09010906	176499	98.8	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Coprococcus; Unclassified; otu_1665
144|rev|TwinStudy_READ_09152314	177320	99.7	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
145|rev|TwinStudy_READ_09171253	210102	89.7	3e-151	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
146|rev|TwinStudy_READ_08987957	174892	98.6	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
147|rev|TwinStudy_READ_09055340	191786	99.2	0.0	ncbi:Bacteria; Bacteroidetes; Bacteroidetes (class); Bacteroidales; Bacteroidaceae; Bacteroides; Unclassified; otu_693
148|rev|TwinStudy_READ_09021195	58380	96.6	0.0	ncbi:Bacteria; Unclassified; otu_205
149|rev|TwinStudy_READ_09110038	210102	95.4	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Clostridiaceae; Clostridium; Unclassified; otu_1566
150|rev|TwinStudy_READ_09198524	13989	99.0	0.0	ncbi:Bacteria; Firmicutes; Clostridia; Clostridiales; Lachnospiraceae; Ruminococcus; Unclassified; otu_1681
